,Image.ID,Image.File.Name,File.Suffix,Folder.Name,Camera.ID,Deployment.ID,Date,Time,Work.Days,Number.of.Individuals,Independent.Detections,Comment,Class,Species_ID,Scientific_Name,Sex
2154,L-XHG15-AA15A-0225,L-XHG15-AA15A-0237,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2155,L-XHG15-AA15A-0226,L-XHG15-AA15A-0239,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2156,L-XHG15-AA15A-0227,L-XHG15-AA15A-0240,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:19,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2157,L-XHG15-AA15A-0228,L-XHG15-AA15A-0242,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:19,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2158,L-XHG15-AA15A-0229,L-XHG15-AA15A-0241,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:19,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2159,L-XHG15-AA15A-0230,L-XHG15-AA15A-0243,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:19,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2160,L-XHG15-AA15A-0231,L-XHG15-AA15A-0244,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:22,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2161,L-XHG15-AA15A-0232,L-XHG15-AA15A-0245,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:22,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2162,L-XHG15-AA15A-0233,L-XHG15-AA15A-0246,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:22,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2163,L-XHG15-AA15A-0234,L-XHG15-AA15A-0247,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:22,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2164,L-XHG15-AA15A-0235,L-XHG15-AA15A-0249,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:23,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2165,L-XHG15-AA15A-0236,L-XHG15-AA15A-0248,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:23,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2166,L-XHG15-AA15A-0237,L-XHG15-AA15A-0250,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:23,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2167,L-XHG15-AA15A-0238,L-XHG15-AA15A-0251,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,16:23,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2168,L-XHG15-AA15A-0239,L-XHG15-AA15A-0252,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:12,20,1,1,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2169,L-XHG15-AA15A-0240,L-XHG15-AA15A-0253,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:12,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2170,L-XHG15-AA15A-0241,L-XHG15-AA15A-0254,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:12,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2171,L-XHG15-AA15A-0242,L-XHG15-AA15A-0255,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:13,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2172,L-XHG15-AA15A-0243,L-XHG15-AA15A-0257,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:13,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2173,L-XHG15-AA15A-0244,L-XHG15-AA15A-0256,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:13,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2174,L-XHG15-AA15A-0245,L-XHG15-AA15A-0258,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:13,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2175,L-XHG15-AA15A-0246,L-XHG15-AA15A-0259,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:13,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2176,L-XHG15-AA15A-0247,L-XHG15-AA15A-0261,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:14,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2177,L-XHG15-AA15A-0248,L-XHG15-AA15A-0260,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:14,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2178,L-XHG15-AA15A-0249,L-XHG15-AA15A-0262,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:14,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2179,L-XHG15-AA15A-0250,L-XHG15-AA15A-0263,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:14,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2180,L-XHG15-AA15A-0251,L-XHG15-AA15A-0264,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2181,L-XHG15-AA15A-0252,L-XHG15-AA15A-0265,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2182,L-XHG15-AA15A-0253,L-XHG15-AA15A-0266,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2183,L-XHG15-AA15A-0254,L-XHG15-AA15A-0267,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2184,L-XHG15-AA15A-0255,L-XHG15-AA15A-0268,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2185,L-XHG15-AA15A-0256,L-XHG15-AA15A-0269,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2186,L-XHG15-AA15A-0257,L-XHG15-AA15A-0270,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:15,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2187,L-XHG15-AA15A-0258,L-XHG15-AA15A-0271,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:16,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2188,L-XHG15-AA15A-0259,L-XHG15-AA15A-0273,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:16,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2189,L-XHG15-AA15A-0260,L-XHG15-AA15A-0272,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:16,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2190,L-XHG15-AA15A-0261,L-XHG15-AA15A-0274,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:16,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2191,L-XHG15-AA15A-0262,L-XHG15-AA15A-0275,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,17:17,20,,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2192,L-XHG15-AA15A-0263,L-XHG15-AA15A-0277,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,18:33,20,1,1,,Birds,Blue Whistling-Thrush,Myophonus caeruleus,
2193,L-XHG15-AA15A-0264,L-XHG15-AA15A-0276,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,18:33,20,1,,,Birds,Blue Whistling-Thrush,Myophonus caeruleus,
2194,L-XHG15-AA15A-0265,L-XHG15-AA15A-0278,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,18:33,20,1,,,Birds,Blue Whistling-Thrush,Myophonus caeruleus,
2195,L-XHG15-AA15A-0266,L-XHG15-AA15A-0279,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,18:34,20,1,,,Birds,Blue Whistling-Thrush,Myophonus caeruleus,
2196,L-XHG15-AA15A-0267,L-XHG15-AA15A-0280,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:13,20,1,1,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2197,L-XHG15-AA15A-0268,L-XHG15-AA15A-0281,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:13,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2198,L-XHG15-AA15A-0269,L-XHG15-AA15A-0282,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:13,20,,,,No Animal,,,
2199,L-XHG15-AA15A-0270,L-XHG15-AA15A-0283,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:13,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2200,L-XHG15-AA15A-0271,L-XHG15-AA15A-0284,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:16,20,4,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2201,L-XHG15-AA15A-0272,L-XHG15-AA15A-0286,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:16,20,6,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2202,L-XHG15-AA15A-0273,L-XHG15-AA15A-0285,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:16,20,6,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2203,L-XHG15-AA15A-0274,L-XHG15-AA15A-0287,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:17,20,5,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2204,L-XHG15-AA15A-0275,L-XHG15-AA15A-0288,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:17,20,2,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2205,L-XHG15-AA15A-0276,L-XHG15-AA15A-0290,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:17,20,2,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2206,L-XHG15-AA15A-0277,L-XHG15-AA15A-0289,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:17,20,2,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2207,L-XHG15-AA15A-0278,L-XHG15-AA15A-0291,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:18,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2208,L-XHG15-AA15A-0279,L-XHG15-AA15A-0292,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:52,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2209,L-XHG15-AA15A-0280,L-XHG15-AA15A-0294,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:52,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2210,L-XHG15-AA15A-0281,L-XHG15-AA15A-0293,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:52,20,1,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2211,L-XHG15-AA15A-0282,L-XHG15-AA15A-0295,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/29/2015,20:53,20,2,,,Mammals,Golden Snub-nosed Monkey,Rhinopithecus roxellana,
2212,L-XHG15-AA15A-0283,L-XHG15-AA15A-0297,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:33,21,1,1,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2213,L-XHG15-AA15A-0284,L-XHG15-AA15A-0296,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:33,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2214,L-XHG15-AA15A-0285,L-XHG15-AA15A-0298,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:33,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2215,L-XHG15-AA15A-0286,L-XHG15-AA15A-0299,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:33,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2216,L-XHG15-AA15A-0287,L-XHG15-AA15A-0301,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:34,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2217,L-XHG15-AA15A-0288,L-XHG15-AA15A-0300,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:34,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2218,L-XHG15-AA15A-0289,L-XHG15-AA15A-0302,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:34,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2219,L-XHG15-AA15A-0290,L-XHG15-AA15A-0303,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:34,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2220,L-XHG15-AA15A-0291,L-XHG15-AA15A-0305,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:35,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2221,L-XHG15-AA15A-0292,L-XHG15-AA15A-0304,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:35,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2222,L-XHG15-AA15A-0293,L-XHG15-AA15A-0306,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:35,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2223,L-XHG15-AA15A-0294,L-XHG15-AA15A-0307,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:35,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2224,L-XHG15-AA15A-0295,L-XHG15-AA15A-0309,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:36,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2225,L-XHG15-AA15A-0296,L-XHG15-AA15A-0308,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:36,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2226,L-XHG15-AA15A-0297,L-XHG15-AA15A-0310,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:36,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2227,L-XHG15-AA15A-0298,L-XHG15-AA15A-0311,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,3:37,21,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,
2228,L-XHG15-AA15A-0299,L-XHG15-AA15A-0312,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,14:22,21,,,,No Animal,,,
2229,L-XHG15-AA15A-0300,L-XHG15-AA15A-0403,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,15:42,21,,,,No Animal,,,
2230,L-XHG15-AA15A-0301,L-XHG15-AA15A-0404,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,17:36,21,,,,No Animal,,,
2231,L-XHG15-AA15A-0302,L-XHG15-AA15A-0495,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/30/2015,20:04,21,,,,No Animal,,,
2232,L-XHG15-AA15A-0303,L-XHG15-AA15A-0496,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,10:57,22,1,1,,Mammals,Unknown Squirrel,Unknown Squirrel,
2233,L-XHG15-AA15A-0304,L-XHG15-AA15A-0497,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,10:57,22,,,,No Animal,,,
2234,L-XHG15-AA15A-0305,L-XHG15-AA15A-0498,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,10:57,22,,,,No Animal,,,
2235,L-XHG15-AA15A-0306,L-XHG15-AA15A-0499,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,10:58,22,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2236,L-XHG15-AA15A-0307,L-XHG15-AA15A-0501,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,18:38,22,1,1,亚成体,Birds,Temminck’s tragopan,Tragopan temminckii,Male
2237,L-XHG15-AA15A-0308,L-XHG15-AA15A-0500,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,18:38,22,1,,亚成体,Birds,Temminck’s tragopan,Tragopan temminckii,Male
2238,L-XHG15-AA15A-0309,L-XHG15-AA15A-0502,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,18:38,22,1,,亚成体,Birds,Temminck’s tragopan,Tragopan temminckii,Male
2239,L-XHG15-AA15A-0310,L-XHG15-AA15A-0503,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,18:39,22,1,,亚成体,Birds,Temminck’s tragopan,Tragopan temminckii,Male
2240,L-XHG15-AA15A-0311,L-XHG15-AA15A-0505,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,19:36,22,1,1,,Birds,Unknown Animal,Unknown Animal,
2241,L-XHG15-AA15A-0312,L-XHG15-AA15A-0504,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,19:36,22,,,,No Animal,,,
2242,L-XHG15-AA15A-0313,L-XHG15-AA15A-0506,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,19:36,22,,,,No Animal,,,
2243,L-XHG15-AA15A-0314,L-XHG15-AA15A-0507,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,19:36,22,,,,No Animal,,,
2244,L-XHG15-AA15A-0315,L-XHG15-AA15A-0509,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,23:21,22,1,1,,Mammals,Unknown Small Rodent,Unknown Small Rodent,
2245,L-XHG15-AA15A-0316,L-XHG15-AA15A-0508,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,23:21,22,1,,,Mammals,Unknown Small Rodent,Unknown Small Rodent,
2246,L-XHG15-AA15A-0317,L-XHG15-AA15A-0510,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,23:21,22,,,,No Animal,,,
2247,L-XHG15-AA15A-0318,L-XHG15-AA15A-0511,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,5/31/2015,23:22,22,,,,No Animal,,,
2248,L-XHG15-AA15A-0319,L-XHG15-AA15A-0512,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,8:47,23,1,1,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2249,L-XHG15-AA15A-0320,L-XHG15-AA15A-0514,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,8:47,23,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2250,L-XHG15-AA15A-0321,L-XHG15-AA15A-0513,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,8:47,23,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2251,L-XHG15-AA15A-0322,L-XHG15-AA15A-0515,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,8:47,23,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2252,L-XHG15-AA15A-0323,L-XHG15-AA15A-0517,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,9:19,23,1,1,,Mammals,Reeves's muntjac,Muntiacus reevesi,Male
2253,L-XHG15-AA15A-0324,L-XHG15-AA15A-0516,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,9:19,23,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,Male
2254,L-XHG15-AA15A-0325,L-XHG15-AA15A-0518,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,9:19,23,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,Male
2255,L-XHG15-AA15A-0326,L-XHG15-AA15A-0519,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/1/2015,9:20,23,1,,,Mammals,Reeves's muntjac,Muntiacus reevesi,Male
2256,L-XHG15-AA15A-0327,L-XHG15-AA15A-0521,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,9:41,26,1,1,,Mammals,Unknown Squirrel,Unknown Squirrel,
2257,L-XHG15-AA15A-0328,L-XHG15-AA15A-0520,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,9:41,26,,,,No Animal,,,
2258,L-XHG15-AA15A-0329,L-XHG15-AA15A-0522,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,9:41,26,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2259,L-XHG15-AA15A-0330,L-XHG15-AA15A-0523,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,9:42,26,,,,No Animal,,,
2260,L-XHG15-AA15A-0331,L-XHG15-AA15A-0525,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,10:31,26,1,1,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2261,L-XHG15-AA15A-0332,L-XHG15-AA15A-0524,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,10:31,26,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2262,L-XHG15-AA15A-0333,L-XHG15-AA15A-0526,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,10:31,26,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2263,L-XHG15-AA15A-0334,L-XHG15-AA15A-0527,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,10:32,26,1,,,Birds,Golden Pheasant,Chrysolophus pictus,Male
2264,L-XHG15-AA15A-0335,L-XHG15-AA15A-0528,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,11:55,26,1,1,,Mammals,Unknown Squirrel,Unknown Squirrel,
2265,L-XHG15-AA15A-0336,L-XHG15-AA15A-0530,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,11:55,26,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2266,L-XHG15-AA15A-0337,L-XHG15-AA15A-0529,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,11:55,26,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2267,L-XHG15-AA15A-0338,L-XHG15-AA15A-0531,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,11:56,26,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2268,L-XHG15-AA15A-0339,L-XHG15-AA15A-0533,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,17:15,26,1,1,,Mammals,Chinese Goral,Naemorhedus griseus,
2269,L-XHG15-AA15A-0340,L-XHG15-AA15A-0532,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,17:15,26,1,,,Mammals,Chinese Goral,Naemorhedus griseus,
2270,L-XHG15-AA15A-0341,L-XHG15-AA15A-0534,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,17:15,26,1,,,Mammals,Chinese Goral,Naemorhedus griseus,
2271,L-XHG15-AA15A-0342,L-XHG15-AA15A-0535,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/4/2015,17:16,26,1,,,Mammals,Chinese Goral,Naemorhedus griseus,
2272,L-XHG15-AA15A-0343,L-XHG15-AA15A-0537,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/5/2015,11:39,27,1,1,,Mammals,Unknown Squirrel,Unknown Squirrel,
2273,L-XHG15-AA15A-0344,L-XHG15-AA15A-0536,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/5/2015,11:39,27,,,,No Animal,,,
2274,L-XHG15-AA15A-0345,L-XHG15-AA15A-0538,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/5/2015,11:39,27,,,,No Animal,,,
2275,L-XHG15-AA15A-0346,L-XHG15-AA15A-0539,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/5/2015,11:40,27,1,,,Mammals,Unknown Squirrel,Unknown Squirrel,
2276,L-XHG15-AA15A-0347,L-XHG15-AA15A-0540,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/7/2015,8:18,29,1,1,,Mammals,Malayan porcupine,Hystrix brachyura,
2277,L-XHG15-AA15A-0348,L-XHG15-AA15A-0542,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/7/2015,8:18,29,,,,No Animal,,,
2278,L-XHG15-AA15A-0349,L-XHG15-AA15A-0541,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/7/2015,8:18,29,,,,No Animal,,,
2279,L-XHG15-AA15A-0350,L-XHG15-AA15A-0543,AVI,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/7/2015,8:19,29,,,,No Animal,,,
2280,L-XHG15-AA15A-0351,L-XHG15-AA15A-0545,JPG,L-XHG15-AA15A,SF04,L-XHG15-AA15A,6/7/2015,12:51,29,1,1,,Mammals,Chinese Goral,Naemorhedus griseus,
